Year,State,Region,Number of People by Medicare-Medicaid Enrollment Type,Number of People,Number of People with FFS,Number of Females with FFS,Number of Males with FFS,A%_<40,A%_40-64,A%_65-84,A%_85+,F%,M%,White%,AfrA%,His%,Asian%,Indig%,Unknown%,ha%,af%,hf%,dm%,hc%,hyp%,ihd%,strokeorTIA%,obesity%,pad%,Number of FFS people who used Medicare procedures,Number of FFS people who used Medicare imaging services,Number of FFS people who used Medicare laboratory/testing services,Number of FFS people who used Medicare durable medical equipment,Number of people who used Medicare Part D prescription drugs,Total Medicare payments,Total Medicare IP Hospital FFS payments,Total Medicare Other IP Hospital FFS payments,Total Medicare Part B drug FFS payments,Total Medicare procedure FFS payments,Total Medicare imaging FFS payments,Total Medicare durable medical equipment FFS payments,Total Medicare Part D prescription drug FFS costs (total RX cost),Number of FFS people who used Medicaid lab/xray services,Number of FFS people who used Medicaid durable medical equipment services,Number of FFS people who used Medicaid drugs,Number of FFS people who used Medicaid clinic services,Total Medicaid FFS payments,Total Medicaid lab/xray FFS payments,Total Medicaid durable medical equipment FFS payments,Total Medicaid drug FFS payments,Total Medicaid clinic payments
2006,IL,Midwest,Partial Benefit,37230,37216,23100,14116,0.0557,0.318,0.54,0.0867,0.621,0.379,0.61,0.278,0.0149,0.0909,0.0009,0.006,0.0109,0.0506,0.211,0.292,0.31,0.52,0.302,0.0428,0.0856,0.112,17883,22697,24245,12169,31109,465665454,142962375,7318111,6589551,17052046,8370839,11617526,84438777,7315,5397,5852,1844,37504745,328236,1746793,2933343,286579
2006,IL,Midwest,Medicare Only,1496264,1324207,751535,572672,0.0083,0.0748,0.779,0.138,0.559,0.441,0.846,0.0977,0.0125,0.0363,0.0003,0.0074,0.0093,0.0775,0.161,0.22,0.384,0.522,0.3,0.0389,0.0354,0.0942,771697,876868,980025,327056,588275,10853647229,3680200294,46768496,322079824,673498564,325282061,211018498,629863256,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006,IL,Midwest,Medicaid Only (Disability),170302,170273,86858,83415,0.436,0.539,NaN,NaN,0.51,0.49,0.369,0.503,0.0174,0.0768,0.0024,0.0141,0.005,0.0097,0.1,0.167,0.0884,0.247,0.111,0.0218,0.0675,0.0238,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,115130,55475,132464,45988,2161265209,62364022,57798600,451235364,35201179
2006,IN,Midwest,Full Benefit,102213,101754,65141,36613,0.117,0.341,0.373,0.17,0.64,0.36,0.829,0.134,0.0096,0.0205,0.001,0.0063,0.0132,0.065,0.297,0.346,0.28,0.56,0.339,0.0825,0.107,0.228,67869,74359,78820,37443,95960,1864896149,440970985,38436224,33910950,50185962,24701831,43095360,456390409,50341,34504,65873,44576,1713809203,6721251,17836498,26148653,12722147
2006,IN,Midwest,Partial Benefit,32175,32171,19671,12500,0.138,0.419,0.395,0.0473,0.611,0.389,0.789,0.181,0.0031,0.022,0.001,0.0038,0.0081,0.033,0.128,0.236,0.242,0.415,0.22,0.0274,0.0839,0.0624,14500,19350,20107,9649,24854,253157347,75519312,4181853,4874988,10081635,5705765,8786746,49430874,7457,906,1242,5269,9584806,635885,220151,394444,726679
2006,IN,Midwest,Medicare Only,832744,752914,421176,331738,0.0112,0.0997,0.77,0.119,0.554,0.446,0.924,0.0568,0.0038,0.0109,0.0003,0.0045,0.0094,0.0693,0.157,0.236,0.38,0.524,0.304,0.0377,0.0394,0.0892,443374,508084,565471,211252,311641,5533061204,1769553945,30578765,197275867,333403080,179138566,150497231,356623433,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006,IN,Midwest,Medicaid Only (Disability),82087,47861,24455,23406,0.521,0.478,NaN,NaN,0.529,0.471,0.749,0.211,0.0023,0.0268,NaN,NaN,0.0072,0.0113,0.0776,0.144,0.0888,0.19,0.107,0.0264,0.0624,0.0315,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,58678,37223,65782,38833,889034670,42291823,40319180,209748914,29087299
2006,KS,Midwest,Full Benefit,44172,43983,28507,15476,0.121,0.313,0.357,0.209,0.648,0.352,0.816,0.106,0.0218,0.0407,0.0095,0.0065,0.011,0.0671,0.293,0.304,0.221,0.506,0.287,0.0675,0.0845,0.173,26544,29981,32731,15460,41021,684527062,156211258,19570059,9023819,18820245,9229716,16885673,180209335,22979,11297,26439,13136,767983012,2637557,4334122,8832160,13719608
2006,KS,Midwest,Partial Benefit,13997,13993,8003,5990,0.0839,0.429,0.434,0.0538,0.572,0.428,0.808,0.118,0.0098,0.0481,0.0115,0.005,0.0082,0.0384,0.138,0.246,0.259,0.426,0.225,0.0262,0.0765,0.0702,6628,8601,9312,4508,11528,134135600,34716157,3234031,4513623,5606541,2892908,4438352,31023419,4137,591,1035,2610,10155612,512693,79031,521414,1430842
2006,KS,Midwest,Medicare Only,368466,332563,186344,146219,0.0081,0.0811,0.768,0.143,0.553,0.447,0.932,0.0351,0.0051,0.0189,0.0038,0.0055,0.0085,0.0714,0.148,0.201,0.341,0.489,0.281,0.0337,0.0294,0.0857,205111,235182,255466,91255,166885,2487386496,764393154,18024599,95193334,161962873,84972002,67552649,160003552,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006,KS,Midwest,Medicaid Only (Disability),33368,21461,10067,11394,0.597,0.398,NaN,NaN,0.491,0.509,0.71,0.181,0.0138,0.0006,0.0118,0.0639,0.0036,0.0072,0.0498,0.102,0.0528,0.12,0.0595,0.031,0.0417,0.017,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20560,10843,26460,11674,415441418,12191825,9893918,86091218,13348477
2006,KY,Southeast,Full Benefit,98891,88329,55457,32872,0.131,0.307,0.437,0.125,0.629,0.371,0.883,0.1,0.006,0.0058,0.0005,0.0047,0.0132,0.068,0.274,0.319,0.32,0.572,0.353,0.0683,0.0806,0.155,50795,63005,68984,35244,91997,1440742240,355119950,18957352,17342345,34923954,22378263,36824192,341489563,50341,31279,71419,27604,1040663437,4754091,11365424,21065792,10827463
2006,KY,Southeast,Partial Benefit,58499,58477,34408,24069,0.0671,0.401,0.48,0.0519,0.588,0.412,0.907,0.0839,0.0019,0.004,0.0006,0.0027,0.0115,0.0485,0.182,0.294,0.381,0.549,0.334,0.034,0.0772,0.0858,31316,40452,44558,23282,51277,592667562,185443006,5951229,9106408,25495894,16028102,24927597,123630476,15232,9724,1730,10468,24643245,1273224,1446224,962303,2997229
2006,KY,Southeast,Medicare Only,570636,514103,271999,242104,0.0156,0.169,0.715,0.1,0.524,0.476,0.944,0.0465,0.0023,0.0029,0.0002,0.0042,0.0104,0.0661,0.157,0.234,0.395,0.53,0.312,0.0351,0.0353,0.0828,300071,348110,399978,148066,208828,3771596156,1325253485,20114666,104246958,229736153,126208657,113022213,233995930,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006,KY,Southeast,Medicaid Only (Disability),139760,86750,42568,44182,0.523,0.475,NaN,NaN,0.514,0.486,0.699,0.0884,0.0028,NaN,NaN,0.0087,0.0032,0.0065,0.0499,0.121,0.088,0.157,0.102,0.0126,0.0421,0.0201,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,101685,48628,118507,43354,1079292450,75738509,41883815,289037241,37383447
2006,LA,Southeast,Full Benefit,101091,101011,66229,34782,0.116,0.274,0.452,0.158,0.656,0.344,0.463,0.494,0.0146,0.0219,0.0015,0.0052,0.0106,0.0598,0.285,0.342,0.276,0.625,0.328,0.0842,0.0802,0.156,51318,69693,72191,36937,91869,1850434444,391784090,64613265,21125006,43817956,28132569,43890521,351539440,61100,34338,44755,16268,1184556995,7211256,19512925,18958011,5520392
2006,LA,Southeast,Partial Benefit,67096,67078,40447,26631,0.0462,0.308,0.569,0.0775,0.603,0.397,0.521,0.447,0.0054,0.0218,0.0018,0.0036,0.0089,0.0489,0.206,0.298,0.308,0.572,0.309,0.0433,0.0711,0.111,30792,41687,42277,23133,57691,889371593,201192709,16546003,9540480,30146035,19515561,26845741,135910902,21293,12225,2186,5641,33528326,2535205,5247249,1820643,1581807
2006,LA,Southeast,Medicare Only,489583,391988,203858,188130,0.0117,0.127,0.751,0.11,0.517,0.483,0.784,0.186,0.0039,0.0195,0.0009,0.0057,0.0074,0.0674,0.158,0.23,0.365,0.534,0.321,0.0388,0.0347,0.0894,226938,266909,286329,105173,187055,3720155536,907707073,38422566,93688819,193800517,121649721,81662813,205001904,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006,LA,Southeast,Medicaid Only (Disability),123215,69938,30980,38957,0.576,0.422,NaN,NaN,0.505,0.495,0.32,0.566,0.005,0.0054,0.0041,0.0003,0.0041,0.006,0.0491,0.0801,0.0319,0.131,0.0558,0.0176,0.0206,0.0138,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82013,41322,95829,21867,1056169904,57768668,25850359,299491715,18750710
2006,MA,Northeast,Full Benefit,220369,215927,131216,84711,0.111,0.363,0.379,0.147,0.61,0.39,0.721,0.0859,0.0465,0.125,0.0014,0.0206,0.0093,0.0614,0.175,0.274,0.282,0.439,0.253,0.0461,0.0819,0.145,116081,140730,147884,59605,203602,3292228050,762604624,129859207,25452126,78845091,50968506,46575310,735433909,87234,72833,138807,20265,3188373805,10574078,25283615,43714772,14845437
2006,MA,Northeast,Partial Benefit,18059,16481,11406,5075,NaN,NaN,0.788,0.186,0.697,0.303,0.865,0.0605,0.0117,0.0527,0.0009,0.0092,0.0121,0.0746,0.158,0.235,0.314,0.46,0.265,0.0299,0.0394,0.0929,7006,8943,9386,3724,14888,222691999,48115778,1100742,1480294,5225856,3371628,2479406,28323407,383,298,559,85,3723384,53175,51579,134132,68315
2006,MA,Northeast,Medicare Only,792026,573943,325240,248703,0.0072,0.0745,0.774,0.145,0.558,0.442,0.939,0.0254,0.0093,0.0167,0.0003,0.0098,0.0102,0.0981,0.148,0.206,0.405,0.527,0.298,0.0371,0.0318,0.101,351882,397640,432515,119853,289820,6232150087,1670602448,49037472,76187736,281903169,160628543,68101768,282550974,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006,MA,Northeast,Medicaid Only (Disability),138239,39664,17273,22391,0.486,0.514,NaN,NaN,0.516,0.484,0.698,0.0923,0.0077,0.0517,0.0015,0.0007,0.0025,0.0075,0.0318,0.0702,0.0336,0.0777,0.0443,0.0131,0.0181,0.009,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80485,32497,94079,19620,1287912396,59932475,25937362,287529110,21401438
2006,MD,Southeast,Full Benefit,68913,68745,44057,24688,0.111,0.271,0.441,0.176,0.641,0.359,0.484,0.392,0.0753,0.0349,0.0011,0.0122,0.0119,0.0628,0.25,0.335,0.307,0.567,0.325,0.0893,0.0877,0.213,36690,43631,47683,19506,61711,1284462599,465823987,8108808,15518416,34536593,23529756,17317489,245353410,42698,20765,30460,4723,1502647460,10000064,19594949,9458484,606496
2006,MD,Southeast,Partial Benefit,31687,31681,20647,11034,0.0569,0.351,0.517,0.0756,0.652,0.348,0.505,0.436,0.0256,0.0257,0.0011,0.0064,0.0136,0.0507,0.211,0.345,0.397,0.593,0.34,0.0485,0.112,0.132,17004,21460,23462,10995,28002,538621538,202780397,3247812,8153138,19610367,12555835,10948661,93565364,13937,6496,11552,2142,43069808,3367528,1914586,4219109,205928
2006,MD,Southeast,Medicare Only,642046,556373,314838,241535,0.0088,0.0877,0.777,0.126,0.555,0.445,0.762,0.196,0.0188,0.0132,0.0004,0.0095,0.0103,0.0763,0.154,0.246,0.446,0.566,0.311,0.0441,0.0425,0.122,347897,391711,445364,136490,181832,5334655316,2225958716,13025272,148935518,331723771,234254707,92570833,211977406,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006,MD,Southeast,Medicaid Only (Disability),87305,27754,13034,14720,0.503,0.473,NaN,NaN,0.483,0.517,0.344,0.566,0.0193,0.0195,NaN,NaN,0.0072,0.0142,0.0956,0.146,0.0739,0.234,0.121,0.0455,0.0476,0.037,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45457,19490,66256,6945,1028835089,41019103,33463146,114223728,3138347
2006,ME,Northeast,Full Benefit,50182,50167,29916,20251,0.134,0.361,0.374,0.131,0.596,0.404,0.966,0.0063,0.0067,0.0063,0.0075,0.0071,0.0132,0.0646,0.168,0.264,0.322,0.435,0.259,0.043,0.0906,0.0876,26750,33062,32718,16111,46001,581212077,147013229,12867430,6915669,16656826,8216692,13529253,158762080,146,97,28150,72,11920997,29807,43136,10432830,27783
2006,ME,Northeast,Partial Benefit,17546,17543,10623,6920,0.0309,0.22,0.632,0.117,0.606,0.394,0.982,0.0036,0.0027,0.004,0.0026,0.0052,0.0153,0.0827,0.155,0.282,0.44,0.543,0.307,0.0315,0.0713,0.0842,9645,12445,12159,5818,14944,153580118,47033772,1592226,2234632,6649520,3217041,4384701,29497181,NaN,NaN,977,NaN,529233,NaN,NaN,462658,NaN
2006,ME,Northeast,Medicare Only,184127,171042,90663,80379,0.0079,0.108,0.769,0.115,0.523,0.477,0.985,0.002,0.0024,0.0028,0.0014,0.0061,0.0106,0.0824,0.116,0.202,0.399,0.482,0.261,0.03,0.0349,0.07,96681,113886,117760,38536,61373,1055539934,364170137,4720600,24101321,66709901,30534877,23051725,55288378,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006,ME,Northeast,Medicaid Only (Disability),27052,26874,13808,13066,0.512,0.488,NaN,NaN,0.514,0.486,0.884,0.0123,0.0048,0.0009,0.0108,0.0075,NaN,NaN,0.0016,0.0028,NaN,0.0013,0.0021,NaN,0.0009,0.0005,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,196,84,23302,87,58691419,89014,45173,76271257,45823
2006,MI,Midwest,Full Benefit,217653,214915,134256,80659,0.135,0.349,0.383,0.134,0.625,0.375,0.672,0.259,0.0227,0.0279,0.0053,0.0128,0.0134,0.057,0.269,0.329,0.298,0.534,0.379,0.0754,0.0819,0.128,135900,155601,156737,80860,196776,3548373882,992105939,83769361,55458143,124916363,68148103,87242662,758508914,30336,84654,105456,11333,1427176601,1331903,37209228,18832458,76062186
2006,MI,Midwest,Partial Benefit,27222,27212,15637,11575,0.0601,0.399,0.471,0.0695,0.575,0.425,0.778,0.178,0.0056,0.0242,0.0066,0.0069,0.0127,0.05,0.197,0.31,0.332,0.486,0.356,0.0383,0.0809,0.0978,14861,18246,18487,9835,22593,337705252,94671665,9023362,6244176,14955146,7702133,9949229,68561071,1037,2343,2753,150,7233888,58993,568219,950638,209326
2006,MI,Midwest,Medicare Only,1338967,1224936,676513,548423,0.0094,0.105,0.762,0.123,0.547,0.453,0.88,0.095,0.0054,0.0117,0.0024,0.0057,0.0105,0.0742,0.17,0.267,0.409,0.53,0.375,0.0391,0.0336,0.0912,775787,886277,921079,362101,418991,10045433314,3436446723,59308950,294018339,723487626,397063234,238107662,415105016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006,MI,Midwest,Medicaid Only (Disability),178817,3986,1948,2038,0.517,0.481,NaN,NaN,0.497,0.503,0.52,0.424,0.0101,0.0261,NaN,NaN,0.01,0.0085,0.0675,0.106,0.0642,0.159,0.0961,0.0263,0.0349,0.0153,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32811,17869,101702,27039,649533947,9414558,29000939,217564981,88136313
2006,MN,Midwest,Full Benefit,103592,71418,40635,30783,0.136,0.323,0.345,0.196,0.62,0.38,0.832,0.0676,0.0487,0.0193,0.0195,0.0131,0.0075,0.0472,0.141,0.22,0.196,0.333,0.162,0.0315,0.103,0.0641,34036,41282,46697,22206,96203,1472180560,239237135,28250230,14969228,23540011,11389247,20211233,401572709,72736,56703,76252,11606,2049608110,8329617,40351969,12971496,6700568
2006,MN,Midwest,Partial Benefit,16709,14783,9146,5637,0.0394,0.251,0.514,0.196,0.638,0.362,0.911,0.0401,0.0115,0.013,0.0174,0.0067,0.0092,0.0587,0.143,0.218,0.218,0.358,0.204,0.0262,0.0612,0.0599,6018,7928,8437,3809,14340,178452137,40210713,2310176,2704415,4264919,2122923,2501985,38945218,4495,2891,4387,732,76828761,586057,744375,510856,237688
2006,MN,Midwest,Medicare Only,626284,466114,255054,211060,0.0067,0.0692,0.788,0.136,0.545,0.455,0.969,0.0102,0.0053,0.0053,0.0045,0.0059,0.0084,0.0744,0.116,0.177,0.287,0.404,0.222,0.0259,0.0321,0.0506,259937,309083,338937,116978,313918,4010382486,1267591262,15659339,90550255,194151743,95348916,61946413,273060905,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006,MN,Midwest,Medicaid Only (Disability),58442,57167,27846,29321,0.596,0.399,NaN,NaN,0.487,0.513,0.597,0.205,0.0826,0.0005,0.0422,0.0427,0.003,0.0068,0.0312,0.106,0.0653,0.114,0.0446,0.0091,0.0528,0.0112,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38697,28647,47969,9091,1079198194,30427890,92564342,160710360,9882914
2006,MO,Midwest,Full Benefit,152059,151807,95804,56003,0.111,0.355,0.391,0.144,0.631,0.369,0.785,0.186,0.0098,0.0118,0.0029,0.0049,0.0128,0.0639,0.266,0.325,0.292,0.554,0.34,0.0698,0.0979,0.176,86878,105561,113473,56336,140328,2401542584,642303100,57561140,35035173,71432790,34496458,65218143,597800381,55740,17160,87873,124884,1586693852,8565245,9217055,40958422,69079430
2006,MO,Midwest,Partial Benefit,23554,22521,12990,9531,0.0785,0.401,0.46,0.0606,0.582,0.418,0.827,0.149,0.0048,0.0124,0.0028,0.0042,0.0071,0.0317,0.118,0.222,0.263,0.409,0.224,0.0242,0.073,0.0733,8944,12505,13339,6287,19276,195850358,44754410,3428486,2538551,6518014,3479519,5674292,51620998,3286,443,2476,9803,14232629,381467,199432,1437225,3011774
2006,MO,Midwest,Medicare Only,799176,637902,349961,287941,0.0099,0.106,0.763,0.121,0.544,0.456,0.917,0.0663,0.0038,0.0072,0.0012,0.0044,0.0094,0.0711,0.145,0.213,0.359,0.503,0.297,0.0382,0.0331,0.102,374532,430134,480791,165637,353413,5253093539,1515239317,30027059,140971531,297197032,145145462,122007836,342485982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006,MO,Midwest,Medicaid Only (Disability),99275,98825,53611,45214,0.407,0.588,NaN,NaN,0.543,0.457,0.727,0.23,0.0044,0.002,0.0022,0.0001,0.0062,0.009,0.0631,0.163,0.0745,0.193,0.111,0.0177,0.039,0.021,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,73242,46498,80183,77933,969268472,73869834,38950780,349302011,62123347
2006,MS,Southeast,Full Benefit,80954,80935,55265,25670,0.107,0.266,0.455,0.172,0.683,0.317,0.423,0.56,0.0057,0.0045,0.0031,0.0031,0.0107,0.0532,0.282,0.347,0.207,0.629,0.274,0.0741,0.0696,0.145,41218,53624,58270,32545,72280,1240683410,310736350,43203668,19748134,30880771,14890411,37629027,217735517,52128,34690,28721,16797,1002025605,10273394,12642513,10673537,4106731
2006,MS,Southeast,Partial Benefit,69131,69129,40585,28544,0.0554,0.384,0.487,0.0739,0.587,0.413,0.513,0.477,0.0016,0.0044,0.0021,0.0021,0.0088,0.042,0.211,0.329,0.281,0.617,0.283,0.0402,0.0678,0.082,35985,47337,53577,29265,63942,823855058,210963380,17026183,14376594,29729106,15481866,31737059,178485879,28501,16516,2652,8306,62363356,6219416,4844717,2235929,1325578
2006,MS,Southeast,Medicare Only,333421,311412,165383,146029,0.0149,0.156,0.734,0.0949,0.525,0.475,0.797,0.191,0.0025,0.004,0.0011,0.0038,0.0084,0.056,0.139,0.222,0.291,0.502,0.263,0.0348,0.0273,0.0604,175614,206348,235815,89176,138698,2189813694,698959979,28262353,73239869,131874858,69620234,70452136,149881817,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006,MS,Southeast,Medicaid Only (Disability),90843,90843,46740,44069,0.585,0.412,NaN,NaN,0.515,0.485,0.276,0.527,0.0046,0.0082,NaN,NaN,0.0027,0.0044,0.0533,0.126,0.0459,0.196,0.0628,0.0126,0.0348,0.0127,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,59728,38169,70891,34480,638950064,35823719,20526345,143014710,20060267
2006,MT,West,Full Benefit,14617,14604,9247,5357,0.12,0.31,0.377,0.192,0.633,0.367,0.855,0.0047,0.006,0.0181,0.106,0.0102,0.0086,0.0638,0.224,0.247,0.176,0.397,0.205,0.0501,0.0699,0.0681,7845,9074,7950,4709,13211,180330702,46702567,1954731,2830561,5796637,1846165,5423754,51001776,6217,6464,5968,2490,214684752,1076303,4860564,1872202,2058761
2006,MT,West,Partial Benefit,6356,6286,3640,2646,0.061,0.369,0.509,0.061,0.58,0.42,0.877,NaN,NaN,0.0138,0.096,0.0061,0.0062,0.0463,0.139,0.224,0.212,0.354,0.202,0.022,0.066,0.0455,2980,3780,3562,1969,5038,54323615,14760165,797673,942045,2404234,943789,1972197,13552627,1520,806,352,575,6141713,269060,309813,191416,216474
2006,MT,West,Medicare Only,137830,126492,66087,60405,0.0069,0.0929,0.774,0.126,0.515,0.485,0.957,0.0015,0.0029,0.0076,0.0255,0.0058,0.0074,0.0666,0.121,0.164,0.248,0.376,0.216,0.0263,0.0251,0.0395,70615,79883,77874,32102,56938,766231130,249424786,1545723,26460633,56318583,19271990,24174987,47345824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006,MT,West,Medicaid Only (Disability),11577,5393,2705,2688,0.506,0.493,NaN,NaN,0.511,0.489,0.783,0.0086,NaN,0.0194,0.183,NaN,0.005,0.0076,0.0534,0.105,0.051,0.117,0.0562,0.0191,0.0525,0.013,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7426,5285,8347,2035,125504119,5310485,7863734,32134122,2515892
2006,NC,Southeast,Full Benefit,238514,237809,158433,79376,0.0958,0.312,0.443,0.15,0.666,0.334,0.557,0.395,0.0133,0.0145,0.0117,0.0089,0.0116,0.0613,0.227,0.341,0.305,0.591,0.28,0.0638,0.0831,0.106,132172,169559,186213,97608,223209,3567477762,951013547,58137975,58014216,102407079,56482026,95902789,908262204,164773,76870,111486,44032,2537827817,30089579,27453208,39360825,26552339
2006,NC,Southeast,Partial Benefit,54098,54077,32239,21838,0.0385,0.358,0.526,0.0765,0.596,0.404,0.634,0.338,0.0028,0.0087,0.0091,0.0068,0.0116,0.0506,0.178,0.318,0.311,0.51,0.276,0.0346,0.0695,0.0759,25888,33299,37793,20145,47219,637492208,169045885,5992629,9103854,22206652,11616688,21444264,129283353,5254,2232,3434,1474,25408253,1456764,595669,3143541,1086360
2006,NC,Southeast,Medicare Only,1085199,945650,518826,426824,0.0099,0.129,0.763,0.0975,0.543,0.457,0.843,0.138,0.0042,0.0063,0.003,0.0062,0.0089,0.0678,0.127,0.234,0.379,0.501,0.255,0.0326,0.0314,0.0605,570953,653835,761026,267326,442772,7103338794,2213631189,33397417,208992665,436744427,233144930,192405093,483356861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006,NC,Southeast,Medicaid Only (Disability),159114,78345,36555,41790,0.559,0.44,NaN,NaN,0.487,0.513,0.405,0.415,0.0062,0.0145,0.0165,0.011,0.0072,0.0106,0.0662,0.138,0.0879,0.214,0.091,0.0268,0.0506,0.0225,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,114852,78539,127882,40477,2016180535,119121725,83140711,460386368,23333608
2006,ND,Midwest,Full Benefit,11570,11556,7311,4245,0.11,0.269,0.343,0.278,0.632,0.368,0.899,0.0041,0.0055,0.0069,0.0755,0.0094,0.01,0.0755,0.284,0.272,0.211,0.469,0.26,0.0433,0.0633,0.0925,5392,7258,7726,3312,10735,133650127,30234222,2791221,2945594,3425628,1185242,2445408,40856503,4895,3485,5404,3510,282720889,711333,580165,1364304,1355063
2006,ND,Midwest,Partial Benefit,3418,3417,2026,1391,0.0661,0.304,0.541,0.0886,0.593,0.407,0.874,0.0059,NaN,NaN,0.104,0.0056,0.0082,0.0518,0.168,0.263,0.271,0.423,0.237,0.0214,0.0697,0.0568,1676,2159,2136,1170,2808,28887861,7787598,536411,378143,1235561,446799,937364,6956596,1028,494,224,473,2642299,132852,63630,117366,95444
2006,ND,Midwest,Medicare Only,94250,87245,48321,38924,0.0068,0.0679,0.775,0.15,0.546,0.454,0.971,0.0014,0.0019,0.0026,0.0174,0.0054,0.0086,0.0675,0.142,0.198,0.346,0.467,0.27,0.0249,0.0292,0.0569,47869,60417,59110,24596,53928,552099009,179956836,2501728,15899196,34616689,13015254,13849295,43100454,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006,ND,Midwest,Medicaid Only (Disability),4619,4613,2388,2225,0.548,0.451,NaN,NaN,0.518,0.482,0.713,0.0175,NaN,NaN,0.231,0.0305,0.0028,0.0074,0.0449,0.142,0.0707,0.126,0.0585,0.0108,0.0568,0.0195,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3317,2268,3756,1788,75298585,3144089,1278483,12901771,989230
2006,NE,Midwest,Full Benefit,36779,36286,23343,12943,0.12,0.327,0.363,0.19,0.644,0.356,0.854,0.0783,0.0083,0.038,0.015,0.0069,0.0087,0.0718,0.241,0.279,0.225,0.468,0.272,0.048,0.0807,0.099,21790,24450,26973,13196,34153,514247212,128628090,8681373,10605089,15862648,6525474,13156769,145671052,19563,21591,26719,7554,549464437,4619958,16148270,7828148,1415137
2006,NE,Midwest,Partial Benefit,3367,3366,1889,1477,0.0454,0.319,0.568,0.068,0.561,0.439,0.856,0.0802,0.0059,0.035,0.0163,0.0068,0.0083,0.0502,0.152,0.234,0.22,0.371,0.233,0.0208,0.0657,0.0538,1452,1769,1952,1000,2638,29512787,7131512,260438,800076,1152300,492945,933026,5854683,236,228,234,93,1176584,44572,75571,107672,11837
2006,NE,Midwest,Medicare Only,236682,209821,117525,92294,0.0065,0.0711,0.78,0.142,0.552,0.448,0.955,0.021,0.0039,0.0127,0.0025,0.0051,0.0073,0.0787,0.137,0.188,0.3,0.444,0.266,0.0283,0.029,0.0606,126959,143379,159919,55209,118718,1540780319,495801461,5466781,57762349,97915391,40852405,38046499,104558694,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006,NE,Midwest,Medicaid Only (Disability),16004,6844,3532,3312,0.563,0.429,NaN,NaN,0.532,0.468,0.707,0.156,0.0112,0.0008,0.0322,0.0597,0.0054,0.0118,0.0527,0.12,0.0564,0.137,0.0617,0.0225,0.0427,0.0126,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12179,9219,13664,3659,225776634,13039810,13036832,52003690,2917422
2006,NH,Northeast,Full Benefit,20043,20036,13131,6905,0.152,0.344,0.303,0.201,0.655,0.345,0.95,0.0132,0.0086,0.0185,0.0016,0.0079,0.0096,0.0822,0.211,0.285,0.273,0.442,0.265,0.0603,0.0961,0.161,10996,13076,12605,5788,18505,305231428,65322018,13833820,2207045,6706770,3119579,6193419,82516893,2433,5729,12946,5638,390358363,1103610,2408871,3536294,10955688
